latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
30.06397,-99.4392,30.06397,-99.4392,2025 July TX Flood,Debris,Fair: +/- 0.20 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37103,"Top of bank near 1633 FM1340, Hunt, TX 78024",,,TX,Kerr County,,No,30.06397,-99.4392,48441,Guadalupe River,37103,357,2,3,Debris line along top of bank,7/8/2025 5:00:00 AM,1872.2,2,4,Right,30949,8,,1,14652,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_11,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06748,-99.5562,30.06748,-99.5562,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37104,FM 1341 headwaters of N Fork,,,TX,Kerr County,,No,30.06748,-99.5562,48442,Guadalupe River,37104,357,2,2,Debris line inside of fence,7/8/2025 5:00:00 AM,2013.5,2,4,Left,30950,8,,1,14653,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_12a,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05873,-99.4969,30.05873,-99.4969,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37105,Low river crossing off of FM 1341 (headwaters),,,TX,Kerr County,,No,30.05873,-99.4969,48443,Guadalupe River,37105,357,2,4,Debris line off of road,7/8/2025 5:00:00 AM,1939,2,4,Right,30951,8,,1,14654,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_12b,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05912,-99.49487,30.05912,-99.49487,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37106,Headwaters of North Fork,,,TX,Kerr County,,No,30.05912,-99.49487,48444,Guadalupe River,37106,357,2,2,Debris line on ground (north bank),7/8/2025 5:00:00 AM,1939.1,2,4,Left,30952,8,,1,14655,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_13,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06276,-99.46908,30.06276,-99.46908,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37107,Mo Ranch,,,TX,Kerr County,,No,30.06276,-99.46908,48445,Guadalupe River,37107,357,2,2,Debris line on road west of crossing inside Mo Ranch,7/8/2025 5:00:00 AM,1904.5,2,4,Left,30953,8,,1,14656,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_14,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06309,-99.46692,30.06309,-99.46692,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37108,Mo Ranch,,,TX,Kerr County,,No,30.06309,-99.46692,48446,Guadalupe River,37108,357,2,2,Debris line east side of crossing in Mo Ranch,7/8/2025 5:00:00 AM,1901.2,2,4,Right,30954,8,,1,14657,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_15,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05275,-99.45249,30.05275,-99.45249,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37109,FM 1340 low water crossing,,,TX,Kerr County,,No,30.05275,-99.45249,48447,Guadalupe River,37109,357,2,2,Debris line on south side of FM 1340 west of river,7/8/2025 5:00:00 AM,1886.5,2,4,Right,30955,8,,1,14658,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_16,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05231,-99.45011,30.05231,-99.45011,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37110,FM 1340,,,TX,Kerr County,,No,30.05231,-99.45011,48448,Guadalupe River,37110,357,2,2,Debris line on south side of FM 1340 east side of river,7/8/2025 5:00:00 AM,1884.9,2,4,Left,30956,8,,1,14659,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_17,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06089,-99.44606,30.06089,-99.44606,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37111,Wagon wheel crossing,,,TX,Kerr County,,No,30.06089,-99.44606,48449,Guadalupe River,37111,357,2,2,Debris line on north side of FM 1340 west of river,7/8/2025 5:00:00 AM,1873.3,2,4,Left,30957,8,,1,14660,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_18,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06292,-99.44513,30.06292,-99.44513,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37112,Wagon wheel crossing,,,TX,Kerr County,,No,30.06292,-99.44513,48450,Guadalupe River,37112,357,2,2,Debris line on north side of FM 1349 east of river crossing,7/8/2025 5:00:00 AM,1872.8,2,4,Right,30958,8,,1,14661,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_19,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05559,-99.42081,30.05559,-99.42081,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37113,Graham Crossing,,,TX,Kerr County,,No,30.05559,-99.42081,48451,Guadalupe River,37113,357,2,2,Debris line on south side of FM 1340 west of crossing,7/8/2025 5:00:00 AM,1846.9,2,4,Right,30959,8,,1,14662,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_20,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05795,-99.41815,30.05795,-99.41815,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37114,Graham Crossing,,,TX,Kerr County,,No,30.05795,-99.41815,48452,Guadalupe River,37114,357,2,2,Debris line in grass field north of FM 1340 east side of crossing,7/8/2025 5:00:00 AM,1847,2,4,Left,30960,8,,1,14663,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_21,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06218,-99.39618,30.06218,-99.39618,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37116,North Fork (Waldemar),,,TX,Kerr County,,No,30.06218,-99.39618,48453,Guadalupe River,37116,357,2,2,Debris line east side of river crossing north of FM 1340,7/8/2025 5:00:00 AM,1830.1,2,4,Left,30961,8,,1,14664,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_23,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.07442,-99.35797,30.07442,-99.35797,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37117,North Fork,,,TX,Kerr County,,No,30.07442,-99.35797,48454,Guadalupe River,37117,357,2,2,Debris line on west side of FM 1340 north of river crossing,7/8/2025 5:00:00 AM,1786,2,4,Left,30962,8,,1,14665,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_24,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.07536,-99.35423,30.07536,-99.35423,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37118,North Fork,,,TX,Kerr County,,No,30.07536,-99.35423,48455,Guadalupe River,37118,357,2,2,Debris line on south side of FM 1340 east of river crossing,7/8/2025 5:00:00 AM,1783.1,2,4,Right,30963,8,,1,14666,"Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood
",Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_25,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.07738,-99.33652,30.07738,-99.33652,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37119,Power substation (North Fork),,,TX,Kerr County,,No,30.07738,-99.33652,48456,Guadalupe River,37119,357,2,2,Debris line on River Rd near power substation,7/8/2025 5:00:00 AM,1774,2,4,Left,30964,8,,1,14667,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_26,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.07529,-99.34032,30.07529,-99.34032,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37120,River Rd at FM 1340 (North Fork),,,TX,Kerr County,,No,30.07529,-99.34032,48457,Guadalupe River,37120,357,2,2,Debris line on side of FM 1340 at River Rd,7/8/2025 5:00:00 AM,1774.4,2,4,Right,30965,8,,1,14668,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_27,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.07021,-99.336,30.07021,-99.336,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37121,"Hunt, TX",,,TX,Kerr County,,No,30.07021,-99.336,48458,Guadalupe River,37121,357,2,2,Debris line west of FM 1340 and North of HWY 39 (South Fork flow),7/8/2025 5:00:00 AM,1772.4,2,4,Left,30967,8,,1,14670,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_28,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.06081,-99.34201,30.06081,-99.34201,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37122,"Hunt, TX",,,TX,Kerr County,,No,30.06081,-99.34201,48459,Guadalupe River,37122,357,2,2,Debris line on south edge of HWY 39,7/8/2025 5:00:00 AM,1783,2,4,Left,30968,8,,1,14671,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_29,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.056,-99.3417,30.056,-99.3417,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37123,Fleming Ranch,,,TX,Kerr County,,No,30.056,-99.3417,48460,Guadalupe River,37123,357,2,2,Debris line on side of HWY 39 at Fleming Ranch,7/8/2025 5:00:00 AM,1787.5,2,4,Left,30969,8,,1,14672,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_30,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.05258,-99.3432,30.05258,-99.3432,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37124,West of Hunt (South Fork),,,TX,Kerr County,,No,30.05258,-99.3432,48461,Guadalupe River,37124,357,2,2,Debris line on slope north side of HWY 39,7/8/2025 5:00:00 AM,1791.8,2,4,Left,30970,8,,1,14673,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_31,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.04615,-99.35481,30.04615,-99.35481,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37125,"West Hunt, TX (South Fork)",,,TX,Kerr County,,No,30.04615,-99.35481,48462,Guadalupe River,37125,357,2,2,Debris line on hill north of HWY 39,7/8/2025 5:00:00 AM,1807.2,2,4,Left,30971,8,,1,14674,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_32,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.03849,-99.3622,30.03849,-99.3622,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37126,West of Hunt (South Fork),,,TX,Kerr County,,No,30.03849,-99.3622,48463,Guadalupe River,37126,357,2,2,Debris line on hill north side of HWY 39,7/8/2025 5:00:00 AM,1814.7,2,4,Left,30972,8,,1,14675,"Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood
",Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_33,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.0147,-99.36681,30.0147,-99.36681,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37127,Ranch off of South Fork,,,TX,Kerr County,,No,30.0147,-99.36681,48464,Guadalupe River,37127,357,2,4,Debris in woods,7/8/2025 5:00:00 AM,1841.4,2,4,Left,30973,8,,1,14676,"Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood
",Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_34,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.0582,-99.40203,30.0582,-99.40203,2025 July TX Flood,Debris,Poor: +/- 0.40 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37115,North Fork,,,TX,Kerr County,,No,30.0582,-99.40203,48465,Guadalupe River,37115,357,2,4,Debris line on south side of FM 1340 west of crossing,7/8/2025 5:00:00 AM,1839,2,4,Right,30966,8,,1,14669,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_22,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.00905,-99.36913,30.00905,-99.36913,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37128,Camp Mystic,,,TX,Kerr County,,No,30.00905,-99.36913,48466,Guadalupe River,37128,357,2,2,Debris line on hill side behind cabins on Camp Mystic way,7/8/2025 5:00:00 AM,1851.8,2,4,Right,30974,8,,1,14677,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_35,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.00715,-99.3808,30.00715,-99.3808,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),Evelina Paciocco,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37129,Near S Hunt VFD building,,,TX,Kerr County,,No,30.00715,-99.3808,48467,Guadalupe River,37129,357,2,2,Debris on road/hill south of Hunt S VFD,7/8/2025 5:00:00 AM,1866.5,2,4,Right,30975,8,,1,14678,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_36,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.00744,-99.38337,30.00744,-99.38337,2025 July TX Flood,Debris,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),,Not marked,Handheld GPS,NAD83,Melissa Null,Melissa Null,TXKER37130,Near S Hunt VFD,,,TX,Kerr County,,No,30.00744,-99.38337,48468,Guadalupe River,37130,357,2,2,Debris line on hill side west of HWY 39,7/8/2025 5:00:00 AM,1865.8,2,4,Left,,8,,1,,Surveyed with handheld GPS only; HCFCD crew: Lindner/Justice/Wood,Riverine,7/8/2025 5:00:00 AM,0,2,1778,1778,,,HCFCD_37,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
